QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3.1 Base,Bugtraq ID,Modified,Published,Remediation type,concat
960272,Rocky Linux Security Update for libxml2 (RLSA-2022:7715),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2016-3709,RLSA-2022:7715,"5,4","6,1",,02/18/2023 at 11:04:20 AM (GMT+0100),02/17/2023 at 01:38:49 PM (GMT+0100),Security Patch Installation,"""960272"": ""Security Patch Installation"","
960273,Rocky Linux Security Update for virt:rhel and virt-devel:rhel (RLSA-2020:4676),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-10703,CVE-2019-20485,CVE-2019-15890,CVE-2020-1983,CVE-2020-14301,CVE-2020-14339",RLSA-2020:4676,"7,2","8,8",,02/18/2023 at 11:04:20 AM (GMT+0100),02/17/2023 at 01:38:49 PM (GMT+0100),Security Patch Installation,"""960273"": ""Security Patch Installation"","
960274,Rocky Linux Security Update for virt:rhel and virt-devel:rhel (RLSA-2021:4191),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-3593,CVE-2021-3594,CVE-2021-3667,CVE-2021-3631,CVE-2021-3592,CVE-2020-15859,CVE-2021-3595",RLSA-2021:4191,"3,3","6,5",,02/18/2023 at 11:04:21 AM (GMT+0100),02/17/2023 at 01:38:49 PM (GMT+0100),Security Patch Installation,"""960274"": ""Security Patch Installation"","
960275,Rocky Linux Security Update for libvpx (RLSA-2020:4629),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2019-9371,CVE-2019-2126,CVE-2019-9433,CVE-2019-9232",RLSA-2020:4629,"9,3","8,8",,02/17/2023 at 07:05:57 PM (GMT+0100),02/17/2023 at 01:38:49 PM (GMT+0100),Security Patch Installation,"""960275"": ""Security Patch Installation"","
960276,Rocky Linux Security Update for container-tools:3.0 (RLSA-2022:1793),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-27650,RLSA-2022:1793,6,"7,5",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960276"": ""Security Patch Installation"","
960277,Rocky Linux Security Update for nodejs:16 (RLSA-2022:6449),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-33987,CVE-2022-32213,CVE-2022-32215,CVE-2022-32212,CVE-2022-32214",RLSA-2022:6449,5,"8,1",,02/17/2023 at 07:04:27 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960277"": ""Security Patch Installation"","
960278,Rocky Linux Security Update for maven:3.5 (RLSA-2022:4798),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-29599,RLSA-2022:4798,"7,5","9,8",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960278"": ""Security Patch Installation"","
960279,Rocky Linux Security Update for container-tools:3.0 (RLSA-2022:1565),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-27651,CVE-2022-27649",RLSA-2022:1565,6,"7,5",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960279"": ""Security Patch Installation"","
960280,Rocky Linux Security Update for php:7.4 (RLSA-2022:1935),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-21703,CVE-2021-21705",RLSA-2022:1935,"6,9",7,,02/17/2023 at 07:05:57 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960280"": ""Security Patch Installation"","
960281,Rocky Linux Security Update for yajl (RLSA-2022:7524),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-24795,RLSA-2022:7524,5,"7,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960281"": ""Security Patch Installation"","
960282,Rocky Linux Security Update for httpd:2.4 (RLSA-2021:4537),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-20325,RLSA-2021:4537,10,"9,8",,02/17/2023 at 07:05:57 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960282"": ""Security Patch Installation"","
960283,Rocky Linux Security Update for bind (RLSA-2022:2092),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-25219,RLSA-2022:2092,5,"5,3",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960283"": ""Security Patch Installation"","
960284,Rocky Linux Security Update for file (RLSA-2021:4374),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2019-18218,RLSA-2021:4374,"6,8","7,8",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960284"": ""Security Patch Installation"","
960286,Rocky Linux Security Update for booth (RLSA-2022:6439),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-2553,RLSA-2022:6439,"5,4","6,5",,02/17/2023 at 07:02:26 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960286"": ""Security Patch Installation"","
960287,Rocky Linux Security Update for mod_auth_openidc:2.3 (RLSA-2022:1823),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-32791,CVE-2021-32792,CVE-2021-32786,CVE-2021-39191",RLSA-2022:1823,"5,8","6,1",,02/18/2023 at 11:04:11 AM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960287"": ""Security Patch Installation"","
960288,Rocky Linux Security Update for firefox (RLSA-2022:6702),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-40960,CVE-2022-40956,CVE-2022-40957,CVE-2022-40958,CVE-2022-40959,CVE-2022-40962",RLSA-2022:6702,"5,4","8,8",,02/18/2023 at 11:04:11 AM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960288"": ""Security Patch Installation"","
960289,Rocky Linux Security Update for squid:4 (RLSA-2022:6775),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-41318,RLSA-2022:6775,"5,4","8,6",,03/29/2023 at 12:04:14 PM (GMT+0200),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960289"": ""Security Patch Installation"","
960290,Rocky Linux Security Update for bind (RLSA-2022:6778),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-38178,CVE-2022-38177",RLSA-2022:6778,"5,4","7,5",,02/17/2023 at 07:02:26 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960290"": ""Security Patch Installation"","
960291,Rocky Linux Security Update for thunderbird (RLSA-2022:6164),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-38473,CVE-2022-38478,CVE-2022-38476,CVE-2022-38477,CVE-2022-38472",RLSA-2022:6164,"5,4","8,8",,02/17/2023 at 07:02:26 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960291"": ""Security Patch Installation"","
960292,Rocky Linux Security Update for wavpack (RLSA-2022:7558),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-44269,RLSA-2022:7558,"4,3","5,5",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960292"": ""Security Patch Installation"","
960293,Rocky Linux Security Update for .NET (RLSA-2022:6058),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-34716,RLSA-2022:6058,"5,4","5,9",,02/17/2023 at 07:02:27 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960293"": ""Security Patch Installation"","
960294,Rocky Linux Security Update for 389-ds:1.4 (RLSA-2022:5823),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-0996,CVE-2022-0918",RLSA-2022:5823,4,"7,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960294"": ""Security Patch Installation"","
960295,Rocky Linux Security Update for thunderbird (RLSA-2022:5774),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-36318,CVE-2022-36319,CVE-2022-2505",RLSA-2022:5774,"5,4","8,8",,02/17/2023 at 07:02:27 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960295"": ""Security Patch Installation"","
960296,Rocky Linux Security Update for e2fsprogs (RLSA-2022:7720),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-1304,RLSA-2022:7720,"6,8","7,8",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960296"": ""Security Patch Installation"","
960297,Rocky Linux Security Update for subversion:1.10 (RLSA-2022:2234),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-24070,RLSA-2022:2234,5,"7,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960297"": ""Security Patch Installation"","
960298,Rocky Linux Security Update for libxml2 (RLSA-2022:5317),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-29824,RLSA-2022:5317,"4,3","6,5",,02/17/2023 at 01:38:50 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960298"": ""Security Patch Installation"","
960299,Rocky Linux Security Update for virt:rhel and virt-devel:rhel (RLSA-2022:5821),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-26353,CVE-2021-4207,CVE-2021-4206,CVE-2022-26354",RLSA-2022:5821,"4,6","8,2",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:50 PM (GMT+0100),Security Patch Installation,"""960299"": ""Security Patch Installation"","
960300,Rocky Linux Security Update for go-toolset:rhel8 (RLSA-2022:5337),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-24675,CVE-2022-28327,CVE-2022-24921,CVE-2022-29526",RLSA-2022:5337,5,"7,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960300"": ""Security Patch Installation"","
960301,Rocky Linux Security Update for gnome-shell (RLSA-2022:1814),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2020-17489,RLSA-2022:1814,"1,9","4,3",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960301"": ""Security Patch Installation"","
960302,Rocky Linux Security Update for nodejs:12 (RLSA-2020:1293),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2020-10531,RLSA-2020:1293,"6,8","8,8",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960302"": ""Security Patch Installation"","
960303,Rocky Linux Security Update for python27:2.7 (RLSA-2020:1605),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2019-16935,RLSA-2020:1605,"4,3","6,1",,02/18/2023 at 11:04:11 AM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960303"": ""Security Patch Installation"","
960304,Rocky Linux Security Update for protobuf (RLSA-2022:7464),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-22570,RLSA-2022:7464,"2,1","5,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960304"": ""Security Patch Installation"","
960305,Rocky Linux Security Update for python27:2.7 (RLSA-2019:3335),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2019-6446,RLSA-2019:3335,"7,5","9,8",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960305"": ""Security Patch Installation"","
960306,Rocky Linux Security Update for ncurses (RLSA-2021:4426),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2019-17595,CVE-2019-17594",RLSA-2021:4426,"5,8","5,4",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960306"": ""Security Patch Installation"","
960307,Rocky Linux Security Update for pcs (RLSA-2022:7447),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-1049,RLSA-2022:7447,"6,5","8,8",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960307"": ""Security Patch Installation"","
960308,Rocky Linux Security Update for rust-toolset:rhel8 (RLSA-2022:1894),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-21658,RLSA-2022:1894,"3,3","6,3",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960308"": ""Security Patch Installation"","
960309,Rocky Linux Security Update for php:7.4 (RLSA-2021:4213),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-7070,CVE-2020-7071,CVE-2021-21702,CVE-2020-7069,CVE-2020-7068",RLSA-2021:4213,"6,4","7,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960309"": ""Security Patch Installation"","
960310,Rocky Linux Security Update for python-urllib3 (RLSA-2021:1631),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2020-26137,RLSA-2021:1631,"6,4","6,5",,02/17/2023 at 07:04:24 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960310"": ""Security Patch Installation"","
960311,Rocky Linux Security Update for sqlite (RLSA-2022:7108),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-35525,CVE-2020-35527",RLSA-2022:7108,"5,4","9,8",,02/17/2023 at 07:02:27 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960311"": ""Security Patch Installation"","
960312,Rocky Linux Security Update for firefox (RLSA-2022:7024),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-40674,RLSA-2022:7024,"5,4","8,1",,02/17/2023 at 07:02:27 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960312"": ""Security Patch Installation"","
960313,Rocky Linux Security Update for exiv2 (RLSA-2020:1577),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2018-17282,CVE-2018-4868,CVE-2019-9143,CVE-2018-20099,CVE-2018-10772,CVE-2018-17230,CVE-2018-14338,CVE-2018-18915,CVE-2019-13113,CVE-2018-9305,CVE-2019-13111,CVE-2018-17581,CVE-2017-18005,CVE-2018-19108,CVE-2018-11037,CVE-2018-20097,CVE-2018-9303,CVE-2018-9306,CVE-2019-13112,CVE-2019-20421,CVE-2018-9304,CVE-2018-19607,CVE-2018-17229,CVE-2019-13109,CVE-2018-20096,CVE-2018-20098,CVE-2018-19107,CVE-2018-19535,CVE-2019-13114",RLSA-2020:1577,"6,8","8,8",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960313"": ""Security Patch Installation"","
960314,Rocky Linux Security Update for virt:rhel and virt-devel:rhel (RLSA-2022:1759),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-39262,CVE-2021-35267,CVE-2021-39260,CVE-2022-0485,CVE-2021-35266,CVE-2021-39256,CVE-2021-33285,CVE-2021-20196,CVE-2021-33289,CVE-2021-33286,CVE-2021-39259,CVE-2021-39253,CVE-2021-39258,CVE-2021-39257,CVE-2021-39251,CVE-2021-39261,CVE-2021-33287,CVE-2021-3716,CVE-2021-4158,CVE-2021-3748,CVE-2021-39263,CVE-2021-39255,CVE-2021-3622,CVE-2021-4145,CVE-2021-39252,CVE-2021-35269,CVE-2021-3975,CVE-2021-39254,CVE-2021-35268",RLSA-2022:1759,"6,9","7,8",,02/18/2023 at 11:04:23 AM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960314"": ""Security Patch Installation"","
960315,Rocky Linux Security Update for ruby:2.7 (RLSA-2021:3020),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-31810,CVE-2021-32066,CVE-2020-36327,CVE-2021-31799",RLSA-2021:3020,"9,3","8,8",,02/18/2023 at 11:04:23 AM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960315"": ""Security Patch Installation"","
960316,Rocky Linux Security Update for libsndfile (RLSA-2022:1968),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-4156,RLSA-2022:1968,"5,8","7,1",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960316"": ""Security Patch Installation"","
960317,Rocky Linux Security Update for flatpak (RLSA-2022:1792),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-43860,RLSA-2022:1792,"6,8","8,6",,02/18/2023 at 11:04:23 AM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960317"": ""Security Patch Installation"","
960318,Rocky Linux Security Update for fetchmail (RLSA-2022:1964),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-36386,CVE-2021-39272",RLSA-2022:1964,"4,3","7,5",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960318"": ""Security Patch Installation"","
960319,Rocky Linux Security Update for java-17-openjdk (RLSA-2022:7000),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2022-21618,CVE-2022-21626,CVE-2022-21619,CVE-2022-39399,CVE-2022-21628,CVE-2022-21624",RLSA-2022:7000,"5,4","5,3",,02/17/2023 at 07:02:34 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960319"": ""Security Patch Installation"","
960320,Rocky Linux Security Update for python27:2.7 (RLSA-2021:4151),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-28957,CVE-2021-27291,CVE-2021-42771,CVE-2021-20095,CVE-2020-28493,CVE-2020-27619,CVE-2021-20270,CVE-2021-23336",RLSA-2021:4151,"7,5","9,8",,02/18/2023 at 11:04:23 AM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960320"": ""Security Patch Installation"","
960321,Rocky Linux Security Update for postgresql:13 (RLSA-2021:5236),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-23214,CVE-2021-3677",RLSA-2021:5236,"5,1","8,1",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960321"": ""Security Patch Installation"","
960322,Rocky Linux Security Update for nodejs:16 (RLSA-2021:5171),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-33502,CVE-2021-22959,CVE-2021-22960,CVE-2021-3918,CVE-2021-3807,CVE-2020-7788,CVE-2020-28469",RLSA-2021:5171,"7,5","9,8",,02/17/2023 at 07:04:29 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960322"": ""Security Patch Installation"","
960323,Rocky Linux Security Update for libwebp (RLSA-2021:4231),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2018-25009,CVE-2020-36332,CVE-2018-25014,CVE-2020-36331,CVE-2018-25012,CVE-2018-25013,CVE-2018-25010,CVE-2020-36330",RLSA-2021:4231,"7,5","9,8",,02/17/2023 at 07:04:29 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960323"": ""Security Patch Installation"","
960324,Rocky Linux Security Update for httpd:2.4 (RLSA-2022:1049),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-22720,RLSA-2022:1049,"7,5","9,8",,02/17/2023 at 07:04:29 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960324"": ""Security Patch Installation"","
960325,Rocky Linux Security Update for babel (RLSA-2021:4201),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-42771,CVE-2021-20095",RLSA-2021:4201,"7,2","7,8",,02/17/2023 at 07:05:58 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960325"": ""Security Patch Installation"","
960326,Rocky Linux Security Update for php:7.4 (RLSA-2022:6158),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-31625,RLSA-2022:6158,"6,8","8,1",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960326"": ""Security Patch Installation"","
960327,Rocky Linux Security Update for httpd:2.4 (RLSA-2022:1915),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-35452,CVE-2021-33193,CVE-2021-36160,CVE-2021-44224",RLSA-2022:1915,"6,8","8,2",,02/17/2023 at 01:38:51 PM (GMT+0100),02/17/2023 at 01:38:51 PM (GMT+0100),Security Patch Installation,"""960327"": ""Security Patch Installation"","
960328,Rocky Linux Security Update for samba (RLSA-2022:7111),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-32742,RLSA-2022:7111,"5,4","4,3",,02/17/2023 at 07:02:32 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960328"": ""Security Patch Installation"","
960329,Rocky Linux Security Update for mariadb:10.3 (RLSA-2019:3708),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-2922,CVE-2021-2007",RLSA-2019:3708,"4,3","3,7",,02/17/2023 at 01:38:52 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960329"": ""Security Patch Installation"","
960330,Rocky Linux Security Update for libreoffice (RLSA-2022:7461),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-25636,RLSA-2022:7461,5,"7,5",,02/17/2023 at 07:04:28 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960330"": ""Security Patch Installation"","
960331,Rocky Linux Security Update for qt5 (RLSA-2022:7482),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-25255,RLSA-2022:7482,"7,2","7,8",,02/17/2023 at 07:05:58 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960331"": ""Security Patch Installation"","
960332,Rocky Linux Security Update for subversion:1.14 (RLSA-2022:4941),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-24070,RLSA-2022:4941,5,"7,5",,02/17/2023 at 07:04:29 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960332"": ""Security Patch Installation"","
960333,Rocky Linux Security Update for php:7.4 (RLSA-2022:7628),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-21707,CVE-2021-32610,CVE-2021-21708",RLSA-2022:7628,"6,8","9,8",,02/17/2023 at 01:38:52 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960333"": ""Security Patch Installation"","
960334,Rocky Linux Security Update for mod_auth_mellon (RLSA-2022:1934),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2021-3639,RLSA-2022:1934,"5,4","6,1",,02/18/2023 at 11:04:22 AM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960334"": ""Security Patch Installation"","
960335,Rocky Linux Security Update for container-tools:rhel8 (RLSA-2020:3053),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-1983,CVE-2021-20188",RLSA-2020:3053,"6,9",7,,02/18/2023 at 11:04:22 AM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960335"": ""Security Patch Installation"","
960336,Rocky Linux Security Update for vim (RLSA-2022:1552),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-1154,RLSA-2022:1552,"6,8","7,8",,02/17/2023 at 01:38:52 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960336"": ""Security Patch Installation"","
960337,Rocky Linux Security Update for postgresql:12 (RLSA-2021:5235),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-23214,CVE-2021-3677",RLSA-2021:5235,"5,1","8,1",,02/17/2023 at 01:38:52 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960337"": ""Security Patch Installation"","
960338,Rocky Linux Security Update for postgresql:12 (RLSA-2022:7128),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-2625,RLSA-2022:7128,"5,4",8,,02/17/2023 at 07:02:34 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960338"": ""Security Patch Installation"","
960339,Rocky Linux Security Update for compat-openssl10 (RLSA-2022:5326),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2022-0778,RLSA-2022:5326,5,"7,5",,02/17/2023 at 07:04:29 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960339"": ""Security Patch Installation"","
960340,Rocky Linux Security Update for idm:DL1 and idm:client (RLSA-2020:4670),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2020-1722,CVE-2016-10735,CVE-2018-14040,CVE-2019-8331,CVE-2018-20676,CVE-2018-14042,CVE-2020-11022,CVE-2019-11358,CVE-2015-9251,CVE-2018-20677",RLSA-2020:4670,"4,3","6,1",,02/18/2023 at 11:04:23 AM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960340"": ""Security Patch Installation"","
960341,Rocky Linux Security Update for file-roller (RLSA-2021:4179),"Unix Authenticated Discovery, Patch Available",Rocky Linux,CVE-2020-36314,RLSA-2021:4179,"2,6","3,9",,02/17/2023 at 01:38:52 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960341"": ""Security Patch Installation"","
960342,Rocky Linux Security Update for python38:3.8 and python38-devel:3.8 (RLSA-2021:4162),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-28957,CVE-2021-42771,CVE-2021-3572,CVE-2021-20095,CVE-2021-3426,CVE-2021-29921,CVE-2021-33503,CVE-2020-28493,CVE-2020-27619,CVE-2021-23336,CVE-2019-18874",RLSA-2021:4162,"7,5","9,8",,02/18/2023 at 11:04:22 AM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960342"": ""Security Patch Installation"","
960343,Rocky Linux Security Update for xorg-x11-server and xorg-x11-server-Xwayland (RLSA-2022:1917),"Unix Authenticated Discovery, Patch Available",Rocky Linux,"CVE-2021-4009,CVE-2021-4008,CVE-2021-4011,CVE-2021-4010",RLSA-2022:1917,"7,2","7,8",,02/17/2023 at 07:05:58 PM (GMT+0100),02/17/2023 at 01:38:52 PM (GMT+0100),Security Patch Installation,"""960343"": ""Security Patch Installation"","
